안녕.안녕히 가세요	안.녕.안.녕.히.가.세.요
이름이가 만져 볼래	이.름.이.가.만.져.볼.래
올라 와	올.라.와
왜	왜
어.이름이가 이겼다	어.이.름.이.가.이.겼.다
한 번 더 할까요	한.번.더.할.까.요
다시	다.시
이겼다	이.겼.다
응	응
또 어디 가	또.어.디.가
이름아.여기 완전 무서운 애도 있어	이.름.아.여.기.완.전.무.서.운.애.도.있.어
앉아 볼래	앉.아.볼.래
원숭이야 앉아 볼래.이름이랑 같이	원.숭.이.야.앉.아.볼.래.이.름.이.랑.같.이
원숭이가 힘이 없네.원숭이 앞에 앉혀 줄까 그러면	원.숭.이.가.힘.이.없.네.원.숭.이.앞.에.앉.혀.줄.까.그.러.면
아니야.뒤에 앉아야 돼	아.니.야.뒤.에.앉.아.야.돼
그럼 이름이 앉아	그.럼.이.름.이.앉.아
그렇지	그.렇.지
이름이 앉아 볼래	이.름.이.앉.아.볼.래
안녕	안.녕
이름아.원숭이 떨어졌어	이.름.아.원.숭.이.떨.어.졌.어
같이 가야지	같.이.가.야.지
이름아.원숭이 자꾸 떨어져	이.름.아.원.숭.이.자.꾸.떨.어.져
앞에를 안아 줄까	앞.에.를.안.아.줄.까
원숭이랑 같이 가려면 앞에 앉혀 줘야 될 것 같은데	원.숭.이.랑.같.이.가.려.면.앞.에.앉.혀.줘.야.될.것.같.은.데
응.이름이 먼저 앉아	응.이.름.이.먼.저.앉.아
이름이 이제 안 앉아.그러면	이.름.이.이.제.안.앉.아.그.러.면
어	어
집에 있는 그게 아닌데.이거 다칠 것 같은데	집.에.있.는.그.게.아.닌.데.이.거.다.칠.것.같.은.데
아니야	아.니.야
어	어
이거 해 볼까	이.거.해.볼.까
요기다 해 봐	요.기.다.해.봐
우와	우.와
뚜껑	뚜.껑
지붕	지.붕
지붕 올려 주세요	지.붕.올.려.주.세.요
이야	이.야
어.이것도.이거 해 주세요	어.이.것.도.이.거.해.주.세.요
어	어
파란색 동그라미	파.란.색.동.그.라.미
옳지.파란색 동그라미 또 있어요	옳.지.파.란.색.동.그.라.미.또.있.어.요
응	응
그렇지	그.렇.지
음.창문 모양	음.창.문.모.양
자	자
또 있어	또.있.어
당근 색깔 네모	당.근.색.깔.네.모
세모 핑크	세.모.핑.크
어디지.거기 맞아	어.디.지.거.기.맞.아
어.진짜네	어.진.짜.네
모자 씌워 주기 하자	모.자.씌.워.주.기.하.자
맞는 모자를 씌워 주세요.빨강이에게는 빨간 모자를.파랑이에는 파란 모자를	맞.는.모.자.를.씌.워.주.세.요.빨.강.이.에.게.는.빨.간.모.자.를.파.랑.이.에.는.파.란.모.자.를
초록이는 하얀 모자를 씌워 주세요	초.록.이.는.하.얀.모.자.를.씌.워.주.세.요
어.이거 누구 모자지	어.이.거.누.구.모.자.지
노랑이 모잔가	노.랑.이.모.잔.가
검정이 모야 모자구나.노랑이 모자 찾아 주세요	검.정.이.모.야.모.자.구.나.노.랑.이.모.자.찾.아.주.세.요
우와	우.와
파랑이 빨강이 모자부터	파.랑.이.빨.강.이.모.자.부.터
빨강이 모자 이건가	빨.강.이.모.자.이.건.가
그거야	그.거.야
우와	우.와
파랑이 모자	파.랑.이.모.자
우와.야구 모자 썼네	우.와.야.구.모.자.썼.네
초록이는 모자 뭐지요	초.록.이.는.모.자.뭐.지.요
초록이는 초록 모자가 아니네	초.록.이.는.초.록.모.자.가.아.니.네
응.초록이는 초록 모자가 아니야	응.초.록.이.는.초.록.모.자.가.아.니.야
이상해	이.상.해
없네.이거 얼굴	없.네.이.거.얼.굴
다시 여기 집에 넣어 줄까 그러면	다.시.여.기.집.에.넣.어.줄.까.그.러.면
어.다시 모자 빼 줄 거야	어.다.시.모.자.빼.줄.거.야
엄마 모자 다 빼 줄까	엄.마.모.자.다.빼.줄.까
어.머리가 빠져 버렸어	어.머.리.가.빠.져.버.렸.어
여기 다시 넣어 주세요	여.기.다.시.넣.어.주.세.요
머리 꽂아 주세요	머.리.꽂.아.주.세.요
여기 또 구멍 있지	여.기.또.구.멍.있.지
선글라스를 꼈구나	선.글.라.스.를.꼈.구.나
껌정이는 껌정 모자를 씌워 주세요	껌.정.이.는.껌.정.모.자.를.씌.워.주.세.요
응	응
모자를 씌워 줘야지 완성	모.자.를.씌.워.줘.야.지.완.성
멋있다	멋.있.다
집에 들어가	집.에.들.어.가
집에 들어가.또	집.에.들.어.가.또
또 빨강이도 모자 씌워 줘서 집에 들여보내 줄까	또.빨.강.이.도.모.자.씌.워.줘.서.집.에.들.여.보.내.줄.까
빨강이도 모자 쓰세요	빨.강.이.도.모.자.쓰.세.요
응.그래	응.그.래
이름이가 집에 넣어 줘	이.름.이.가.집.에.넣.어.줘
다 모자 안 썼어.아이 춥겠다	다.모.자.안.썼.어.아.이.춥.겠.다
응	응
이름아.초록이한테 노란 모자 씌워 줘 볼까	이.름.아.초.록.이.한.테.노.란.모.자.씌.워.줘.볼.까
이것도 예쁘다	이.것.도.예.쁘.다
왜	왜
노랑이한테 씌워 줘야 돼	노.랑.이.한.테.씌.워.줘.야.돼
같이 써도 돼	같.이.써.도.돼
파랑이가 하얀 모자 써도 돼	파.랑.이.가.하.얀.모.자.써.도.돼
아니야	아.니.야
괜찮은데	괜.찮.은.데
어.모자를 삐뚤게 썼네	어.모.자.를.삐.뚤.게.썼.네
어	어
얼굴이 또 빠져 버렸어	얼.굴.이.또.빠.져.버.렸.어
너 한숨 쉴 거야.어	너.한.숨.쉴.거.야.어
어	어
하양이 모자 씌워 줄까	하.양.이.모.자.씌.워.줄.까
머리.어	머.리.어
너.자꾸 머리 빼 버릴 거야	너.자.꾸.머.리.빼.버.릴.거.야
파랑이 모자 씌워 주는 건 싫어	파.랑.이.모.자.씌.워.주.는.건.싫.어
안 돼	안.돼
그것도 볼래	그.것.도.볼.래
어	어
얼굴이 자꾸 빠져	얼.굴.이.자.꾸.빠.져
머리 꽂아 주고	머.리.꽂.아.주.고
야.노랑이는 수염이 났어.야.아저씨인가 봐	야.노.랑.이.는.수.염.이.났.어.야.아.저.씨.인.가.봐
아저씨	아.저.씨
그거 아저씨	그.거.아.저.씨
엄마 모자 쓰니까 웃겨	엄.마.모.자.쓰.니.까.웃.겨
야	야
어.이름이 모자	어.이.름.이.모.자
어.이름이 모자	어.이.름.이.모.자
노랑이 얼굴 꼭 씌워 주시고요	노.랑.이.얼.굴.꼭.씌.워.주.시.고.요
누워서 해야 돼.이름아	누.워.서.해.야.돼.이.름.아
우와.잘했다	우.와.잘.했.다
어.초록이네.머리가 빠졌어	어.초.록.이.네.머.리.가.빠.졌.어
어떡해	어.떡.해
세게	세.게
문 닫아 주세요	문.닫.아.주.세.요
끝.다 했다	끝.다.했.다
또 할까요	또.할.까.요
으아	으.아
전화 왔다	전.화.왔.다
어.이거 다시 하자	어.이.거.다.시.하.자
미안.엄마 전화 와서 전화 받았어	미.안.엄.마.전.화.와.서.전.화.받.았.어
안 할 거야	안.할.거.야
거기 앉아 볼래요	거.기.앉.아.볼.래.요
근데 거기는 인형이 앉는 곳인데요	근.데.거.기.는.인.형.이.앉.는.곳.인.데.요
아.친구들 앉혀 줄 거야	아.친.구.들.앉.혀.줄.거.야
노랑이랑 초록이랑 까망이는	노.랑.이.랑.초.록.이.랑.까.망.이.는
노랑이는	노.랑.이.는
노랑이는	노.랑.이.는
노랑이	노.랑.이
왜요	왜.요
너 분해하고 있니	너.분.해.하.고.있.니
가져갈 거예요	가.져.갈.거.예.요
핑크 세모	핑.크.세.모
이름아 집은요	이.름.아.집.은.요
집은요	집.은.요
파랑이랑 빠 파랑이랑 노랑이 집은 어떡해요	파.랑.이.랑.빠.파.랑.이.랑.노.랑.이.집.은.어.떡.해.요
거기다 넣어요	거.기.다.넣.어.요
그럼 이름이가 넣어요	그.럼.이.름.이.가.넣.어.요
이름이는 안 돼요	이.름.이.는.안.돼.요
엄마가 넣어요	엄.마.가.넣.어.요
넣지 말아요	넣.지.말.아.요
그래.여기다 놓자	그.래.여.기.다.놓.자
어디 갈 거야	어.디.갈.거.야
그건 거기다 넣을 거야	그.건.거.기.다.넣.을.거.야
으쌰	으.쌰
우와.부자네	우.와.부.자.네
모자.머리에다 쓰는 거야	모.자.머.리.에.다.쓰.는.거.야
아고	아.고
안 써지네	안.써.지.네
빠빠	빠.빠
다녀 오세요	다.녀.오.세.요
다녀 오세요	다.녀.오.세.요
갔다 오세요	갔.다.오.세.요
오세요	오.세.요
꼭 올 거예요	꼭.올.거.예.요
갔다 오세요	갔.다.오.세.요
기다리고 있을게요	기.다.리.고.있.을.게.요
네	네
어	어
안녕하세요	안.녕.하.세.요
처음 뵐게요	처.음.뵐.게.요
다 담을 거야	다.담.을.거.야
우와	우.와
이름이 부자네	이.름.이.부.자.네
아하하하하하	아.하.하.하.하.하
응	응
잘했어요	잘.했.어.요
안 되겠다 싶어	안.되.겠.다.싶.어
엄마가 도와줄까요	엄.마.가.도.와.줄.까.요
자.천천히	자.천.천.히
어떻게.천천히 옆으로 갈 거야.옆으로 이렇게	어.떻.게.천.천.히.옆.으.로.갈.거.야.옆.으.로.이.렇.게
아.이렇게	아.이.렇.게
자.천천히	자.천.천.히
응.안 일으켜져	응.안.일.으.켜.져
됐다	됐.다
여기 올라가서 맞춰.거기 눕지 말고	여.기.올.라.가.서.맞.춰.거.기.눕.지.말.고
어.까망이 머리.까망이 모자	어.까.망.이.머.리.까.망.이.모.자
모자	모.자
응.알았어	응.알.았.어
어	어
까망이 모자.까망이 머리가 얼굴이 없어요	까.망.이.모.자.까.망.이.머.리.가.얼.굴.이.없.어.요
까망이 얼굴이 없어요	까.망.이.얼.굴.이.없.어.요
파랑이도 얼굴이 없고.꺼 빨강이도 얼굴이 없어요.얼굴 찾아 주세요	파.랑.이.도.얼.굴.이.없.고.꺼.빨.강.이.도.얼.굴.이.없.어.요.얼.굴.찾.아.주.세.요
얼굴 찾고.모자도 찾아 주세요	얼.굴.찾.고.모.자.도.찾.아.주.세.요
뭐가	뭐.가
그거 초록이 모자 아니었어	그.거.초.록.이.모.자.아.니.었.어
아니야.엄마가 해 주면 안 될까	아.니.야.엄.마.가.해.주.면.안.될.까
안 돼요	안.돼.요
에고	에.고
잠깐만	잠.깐.만
어후.어떡하냐	어.후.어.떡.하.냐
빠빠	빠.빠
잘 가	잘.가
엄마 같이 가.그래	엄.마.같.이.가.그.래
어디 가요	어.디.가.요
일로 가 볼래	일.로.가.볼.래
어.이름이 신발이네	어.이.름.이.신.발.이.네
어 아까 이름이가 빵이라고 했 빨이라고 했는데 엄마가 빵으로 알아들어 가지고 미안해	어.아.까.이.름.이.가.빵.이.라.고.했.빨.이.라.고.했.는.데.엄.마.가.빵.으.로.알.아.들.어.가.지.고.미.안.해
아니야.만지지 말아 봐 봐.거기 조금 무서워	아.니.야.만.지.지.말.아.봐.봐.거.기.조.금.무.서.워
물 안 먹을래요	물.안.먹.을.래.요
두 손으로	두.손.으.로
조금씩 먹어	조.금.씩.먹.어
그만 먹을래요	그.만.먹.을.래.요
아가 의자지.네 해야지	아.가.의.자.지.네.해.야.지
네 해야지	네.해.야.지
이름아	이.름.아
어	어
이름아 조끼 벗겨 줄까 엄마가	이.름.아.조.끼.벗.겨.줄.까.엄.마.가
안 벗어요	안.벗.어.요
엄마 이름이 이거 벗어 볼래	엄.마.이.름.이.이.거.벗.어.볼.래
엄마.엄마 도와 줄게	엄.마.엄.마.도.와.줄.게
벗어 봐	벗.어.봐
응 빠바.조끼 안녕	응.빠.바.조.끼.안.녕
아 이거 빼	아.이.거.빼
끝난 건 또 어떻게 알았어	끝.난.건.또.어.떻.게.알.았.어
이름아.이제 갈까 집에	이.름.아.이.제.갈.까.집.에
응.가자	응.가.자
신발	신.발
누가 여기다 갖다 놨어	누.가.여.기.다.갖.다.놨.어
뭐 가지고 놀아 볼까용	뭐.가.지.고.놀.아.볼.까.용
이름야	이.름.야
네	네
아	아
뿡뿡이 좋아	뿡.뿡.이.좋.아
코끼리 친구다	코.끼.리.친.구.다
응.이름 이거 좋아	응.이.름.이.거.좋.아
응	응
안녕.만나서 반가워	안.녕.만.나.서.반.가.워
응	응
응	응
이름야	이.름.야
무서워	무.서.워
어우.어우 맛있어	어.우.어.우.맛.있.어
이거 어.이건 별로야	이.거.어.이.건.별.로.야
이건 별로야	이.건.별.로.야
어우 예쁘다	어.우.예.쁘.다
응	응
어	어
어	어
아오 맛있어	아.오.맛.있.어
으응	으.응
가지고 놀아.이름 이거 가지고 놀아	가.지.고.놀.아.이.름.이.거.가.지.고.놀.아
이게 좋아	이.게.좋.아
어	어
응.어이쿠	응.어.이.쿠
어구	어.구
이거 다 이름 거다	이.거.다.이.름.거.다
다 이름 거다	다.이.름.거.다
응	응
이건 뭐야	이.건.뭐.야
어	어
어	어
이거 가지고 놀았으니까.오.아니야	이.거.가.지.고.놀.았.으.니.까.오.아.니.야
아니야	아.니.야
힘이 좋아요	힘.이.좋.아.요
아니에요	아.니.에.요
이름야.우리 다 논 거는 여기 이렇게 정리를 하는 거야	이.름.야.우.리.다.논.거.는.여.기.이.렇.게.정.리.를.하.는.거.야
봐	봐
이것도 이렇게 놓고	이.것.도.이.렇.게.놓.고
이게 여기 있었지	이.게.여.기.있.었.지
이렇게 놓는 거야.이름야.봐 봐	이.렇.게.놓.는.거.야.이.름.야.봐.봐
이름.봐 봐	이.름.봐.봐
엄마 이렇게 다 가지고 놀고 여기다가 이렇게 놨지요	엄.마.이.렇.게.다.가.지.고.놀.고.여.기.다.가.이.렇.게.놨.지.요
그 다음에 이름 이거 해 볼까	그.다.음.에.이.름.이.거.해.볼.까
아이구	아.이.구
자	자
세모 모양 여기다가 넣어 볼까	세.모.모.양.여.기.다.가.넣.어.볼.까
어이쿠	어.이.쿠
어.이거는 무슨 모양이야.창문 모양이네요	어.이.거.는.무.슨.모.양.이.야.창.문.모.양.이.네.요
여기 잡고 창문 모양 넣어 볼까요	여.기.잡.고.창.문.모.양.넣.어.볼.까.요
이그.창문 모양	이.그.창.문.모.양
아이고 넣었다	아.이.고.넣.었.다
동그라미 모양	동.그.라.미.모.양
동그라미 모양	동.그.라.미.모.양
동그라미도 넣어 주세요	동.그.라.미.도.넣.어.주.세.요
아이.넣었어요	아.이.넣.었.어.요
네모	네.모
네모	네.모
넣어 주세요	넣.어.주.세.요
이름 여기 넣어 주세요.넣어 주세요	이.름.여.기.넣.어.주.세.요.넣.어.주.세.요
어이쿠 잘했다	어.이.쿠.잘.했.다
어	어
여기.요거 남았는데 이름야	여.기.요.거.남.았.는.데.이.름.야
이것도 넣어 줄까.얘네도	이.것.도.넣.어.줄.까.얘.네.도
자	자
어	어
아니에요.입에 넣는 거 아니에요	아.니.에.요.입.에.넣.는.거.아.니.에.요
넣어 주세요	넣.어.주.세.요
오	오
어구구구 들어갔다	어.구.구.구.들.어.갔.다
세모도 넣어 주세요 그거 잡구	세.모.도.넣.어.주.세.요.그.거.잡.구
이렇게 잡아 보세요	이.렇.게.잡.아.보.세.요
잡아	잡.아
잡아	잡.아
어구구구 이거 무슨 색이야 예쁜 분홍색	어.구.구.구.이.거.무.슨.색.이.야.예.쁜.분.홍.색
세모예요 넣어 보세요	세.모.예.요.넣.어.보.세.요
오쿠	오.쿠
잘했어요	잘.했.어.요
이름 잘했어요	이.름.잘.했.어.요
어때.장난감 엄청 많지 이름야	어.때.장.난.감.엄.청.많.지.이.름.야
어	어
응.어이구	응.어.이.구
개구리 눈도 있어요 여기 개 개구리 친구 여기 왕관 썼어 이름야	개.구.리.눈.도.있.어.요.여.기.개.개.구.리.친.구.여.기.왕.관.썼.어.이.름.야
응	응
뽀뽀	뽀.뽀
개구리 먹으려고 그랬어.이름가	개.구.리.먹.으.려.고.그.랬.어.이.름.가
아이고 좋아	아.이.고.좋.아
아이고 좋아.장난감 너무 많다.이거 뭘 가지고 놀아야 되나	아.이.고.좋.아.장.난.감.너.무.많.다.이.거.뭘.가.지.고.놀.아.야.되.나
과일 바구니도 있어	과.일.바.구.니.도.있.어
자	자
이름 엄마 뭐 사 왔는지 볼까요	이.름.엄.마.뭐.사.왔.는.지.볼.까.요
아오 맛있어	아.오.맛.있.어
아오 맛있어	아.오.맛.있.어
아오 써	아.오.써
이리로 와 봐	이.리.로.와.봐
앉아 봐	앉.아.봐
아오 맛있어	아.오.맛.있.어
이름야.엄마 여기 오이도 있네	이.름.야.엄.마.여.기.오.이.도.있.네
오인가	오.인.가
아 판가보다 파	아.판.가.보.다.파
응.파 있어 파	응.파.있.어.파
소세지	소.세.지
엄마가 신기하다.야	엄.마.가.신.기.하.다.야
파인애플도 있어요	파.인.애.플.도.있.어.요
이름 이거 갖고 놀고 싶어	이.름.이.거.갖.고.놀.고.싶.어
엄마가 뒤에 못 잡아 줬구나	엄.마.가.뒤.에.못.잡.아.줬.구.나
엄마가 뒤에 못 잡아 줬어	엄.마.가.뒤.에.못.잡.아.줬.어
어	어
미안해.엄마가 이름 아프게 했어요	미.안.해.엄.마.가.이.름.아.프.게.했.어.요
아우 미안해	아.우.미.안.해
괜찮아.살짝 부딪힌 거라서 이름 괜찮아요	괜.찮.아.살.짝.부.딪.힌.거.라.서.이.름.괜.찮.아.요
응.아팠어	응.아.팠.어
우리 이름 아프지 마라	우.리.이.름.아.프.지.마.라
이름 좋아하는 거울이다	이.름.좋.아.하.는.거.울.이.다
헛	헛
이름야.이름 좋아하는 거울	이.름.야.이.름.좋.아.하.는.거.울
어	어
헤	헤
엄마도 안녕	엄.마.도.안.녕
이름 만져 봐	이.름.만.져.봐
거 이름 거울인 거 알아	거.이.름.거.울.인.거.알.아
응	응
어	어
이 안에 이름가 또 있어	이.안.에.이.름.가.또.있.어
거울이야 이름야	거.울.이.야.이.름.야
뭐가 있나 볼까요	뭐.가.있.나.볼.까.요
응.정말 집이랑 똑같이 생겼다 그치	응.정.말.집.이.랑.똑.같.이.생.겼.다.그.치
아아아아아아.아이구 아파라	아.아.아.아.아.아.아.이.구.아.파.라
너무 귀엽다	너.무.귀.엽.다
이름 이거 타 볼까	이.름.이.거.타.볼.까
하나	하.나
둘 올라가는 거야.요기 이렇게 올라가는 거야	둘.올.라.가.는.거.야.요.기.이.렇.게.올.라.가.는.거.야
엄마 잡아 줄게	엄.마.잡.아.줄.게
봐 봐	봐.봐
이름 미끄럼틀 타 보자	이.름.미.끄.럼.틀.타.보.자
어때	어.때
어.이름야.미끄럼틀 어때	어.이.름.야.미.끄.럼.틀.어.때
