또 녹음하는 거	또|녹.음.하.는|거
자 이번에는 이건 뭐에요 이게 무슨 차에요	자|이.번.에.는|이.건|뭐.에.요|이.게|무.슨|차.에.요
무슨 차	무.슨|차
일하는 차 그렇죠 이거는 뭐냐면은 어우 이것도 불도저네	일.하.는|차|그.렇.죠|이.거.는|뭐.냐.면.은|어.우|이.것.도|불.도.저.네
이거 땅 여기 바퀴가 어떻게 생겼어 이거는	이.거|땅|여.기|바.퀴.가|어.떻.게|생.겼.어|이.거.는
취취취취취취취취취 돌아가지요	취.취.취.취.취.취.취.취.취|돌.아.가.지.요
이거는 점프 컴 점프 트럭 펌프 뭐야 이게	이.거.는|점.프|컴|점.프|트.럭|펌.프|뭐.야|이.게
펌프 트럭 콘크리트를 여기다가 옮겨주는 거에요	펌.프|트.럭|콘.크.리.트.를|여.기.다.가|옮.겨.주.는|거.에.요
이게 뭐야 종현이가 좋아하는 거 나왔다 이게 뭐에요	이.게|뭐.야|종.현.이.가|좋.아.하.는|거|나.왔.다|이.게|뭐.에.요
식	식
식 이름이 뭐에요	식|이.름.이|뭐.에.요
식 이름이 뭐에요	식|이.름.이|뭐.에.요
아이고 잘 하네 레미콘이에요	아.이.고|잘|하.네|레.미.콘.이.에.요
우리 아들은 레미콘 발 박수	우.리|아.들.은|레.미.콘|발|박.수
레미콘 어떻게 맞췄을까	레.미.콘|어.떻.게|맞.췄.을.까
어 이거 나왔다	어|이.거|나.왔.다
이거 어떻게 하는 거야 종현아	이.거|어.떻.게|하.는|거.야|종.현.아
땅을 투두두두두 투두두두두두두	땅.을|투.두.두.두.두|투.두.두.두.두.두.두
땅을 막 파는 거지 투두두두두두	땅.을|막|파.는|거.지|투.두.두.두.두.두
땅을 파요 투두두둗두	땅.을|파.요|투.두.두.둗.두
이거는 롤러라고 아스팔트를 깔 때 땅을 고르게 해 주는 거에요	이.거.는|롤.러.라.고|아.스.팔.트.를|깔|때|땅.을|고.르.게|해|주.는|거.에.요
이거는 그레 그레이더고 이거는 지게차네	이.거.는|그.레|그.레.이.더.고|이.거.는|지.게.차.네
여기 지게 이거 집게 두 개로 여기다가 화물을 딱 집어가지고	여.기|지.게|이.거|집.게|두|개.로|여.기.다.가|화.물.을|딱|집.어.가.지.고
이렇게 칙 들어 올리는 거야	이.렇.게|칙|들.어|올.리.는|거.야
딱 집어가지고 칙 들어 올리는 거에요	딱|집.어.가.지.고|칙|들.어|올.리.는|거.에.요
이거 봐 이렇게 큰 컨테이너도 지게차로 딱 집어가지고	이.거|봐|이.렇.게|큰|컨.테.이.너.도|지.게.차.로|딱|집.어.가.지.고
이렇게 칙 들어 올리면은 엄청 위에까지 갈 수 있어	이.렇.게|칙|들.어|올.리.면.은|엄.청|위.에.까.지|갈|수|있.어
이거는 트럭이네	이.거.는|트.럭.이.네
덤프 트럭에 포크레인이 흙을 이렇게 실어 주는 거에요	덤.프|트.럭.에|포.크.레.인.이|흙.을|이.렇.게|실.어|주.는|거.에.요
푸	푸
잘 봐 이거 봐 포크레인이 덤프 트럭에 뭘 집어 넣는 거야	잘|봐|이.거|봐|포.크.레.인.이|덤.프|트.럭.에|뭘|집.어|넣.는|거.야
이거 뭐야 응	이.거|뭐.야|응
이거 뭘 집어 넣어	이.거|뭘|집.어|넣.어
두 개 아이고 이뻐라 두 개에요	두|개|아.이.고|이.뻐.라|두|개.에.요
아이고 잘 하네 아이고 잘 하네	아.이.고|잘|하.네|아.이.고|잘|하.네
아이고 잘 하네 두 개	아.이.고|잘|하.네|두|개
짠 아우 재미있는 차들이 많다	짠|아.우|재.미.있.는|차.들.이|많.다
이거는 자동차 운반차야 탁송차	이.거.는|자.동.차|운.반.차.야|탁.송.차
자동차가 몇 개 들어있어	자.동.차.가|몇|개|들.어.있.어
하나 둘 셋 넷 다섯 여섯 일곱 개나 들어 있네	하.나|둘|셋|넷|다.섯|여.섯|일.곱|개.나|들.어|있.네
그렇지요	그.렇.지.요
종현이가 하나 둘 셋 넷 다섯	종.현.이.가|하.나|둘|셋|넷|다.섯
탑차도 있다	탑.차.도|있.다
이거는 탱크롤이	이.거.는|탱.크.롤.이
우와 이렇게 많아요	우.와|이.렇.게|많.아.요
종현이 재미있는 차가 이렇게 많아 우리 아들은 응	종.현.이|재.미.있.는|차.가|이.렇.게|많.아|우.리|아.들.은|응
아이고 이뻐라	아.이.고|이.뻐.라
뿌뿌뿌뿌	뿌.뿌.뿌.뿌
종현아 엄마랑 이거 괜찮아 책 볼까	종.현.아|엄.마.랑|이.거|괜.찮.아|책|볼.까
괜찮아 포크레인이 그렇게 좋아	괜.찮.아|포.크.레.인.이|그.렇.게|좋.아
약속해 책 볼까 약속해	약.속.해|책|볼.까|약.속.해
포크레인 책 포크레인 책이 그렇게 좋아 너는	포.크.레.인|책|포.크.레.인|책.이|그.렇.게|좋.아|너.는
맨날 포크레인만 하게	맨.날|포.크.레.인.만|하.게
이거 봐 개구리가 어떻게 해	이.거|봐|개.구.리.가|어.떻.게|해
개구리가 어떻게 해	개.구.리.가|어.떻.게|해
이거는 뭐야 그러면은	이.거.는|뭐.야|그.러.면.은
비행기에요 비행기는 어떻게 가요	비.행.기.에.요|비.행.기.는|어.떻.게|가.요
부웅 부웅 위잉	부.웅|부.웅|위.잉
위잉	위.잉
종현아 종현아 할머니 할아버지한테 어 주세요 그랬어	종.현.아|종.현.아|할.머.니|할.아.버.지.한.테|어|주.세.요|그.랬.어
뭐라고 말했어 할머니 할아버지한테	뭐.라.고|말.했.어|할.머.니|할.아.버.지.한.테
김 맘마 또 뭐 먹었어 우리 종현이	김|맘.마|또|뭐|먹.었.어|우.리|종.현.이
김 맘마도 먹고 또 뭐 먹었어	김|맘.마.도|먹.고|또|뭐|먹.었.어
종현이 자고 일어나면 할머니가 뭐 갖다 줘	종.현.이|자.고|일.어.나.면|할.머.니.가|뭐|갖.다|줘
김 맘마 또	김|맘.마|또
또 뭐 먹어 종현이	또|뭐|먹.어|종.현.이
떡 맘마	떡|맘.마
또 낫토 맘마	또|낫.토|맘.마
그리고 종현이 뭐 마셔	그.리.고|종.현.이|뭐|마.셔
뭐 마셔요 자고 일어나면은 종현이 뭐 마셔요	뭐|마.셔.요|자.고|일.어.나.면.은|종.현.이|뭐|마.셔.요
할머니가 갖다 주잖아 뭐 갖다 주셔	할.머.니.가|갖.다|주.잖.아|뭐|갖.다|주.셔
우유 해 봐	우.유|해|봐
우유	우.유
우유	우.유
그렇지 우유도 먹고 그러지요 우리 아들은 이렇게 예뻐요	그.렇.지|우.유.도|먹.고|그.러.지.요|우.리|아.들.은|이.렇.게|예.뻐.요
버스	버.스
버스	버.스
김 맘마	김|맘.마
떡 맘마	떡|맘.마
낫토 맘마	낫.토|맘.마
우유	우.유
물	물
주세요	주.세.요
주세요 아이고 손 어떻게 했어 주세요	주.세.요|아.이.고|손|어.떻.게|했.어|주.세.요
주세요 아이고 잘 하네 주세요	주.세.요|아.이.고|잘|하.네|주.세.요
주세요	주.세.요
할아버지 주세요	할.아.버.지|주.세.요
엄마 사랑해요 해 주세요 엄마 사랑해	엄.마|사.랑.해.요|해|주.세.요|엄.마|사.랑.해
주세요	주.세.요
아이고 아이고 아이고 아이고 아이고 아이고	아.이.고|아.이.고|아.이.고|아.이.고|아.이.고|아.이.고
종현이 엄마 뽀뽀 좀 해 주세요	종.현.이|엄.마|뽀.뽀|좀|해|주.세.요
엄마 아 이쁘다 좀 해 주세요	엄.마|아|이.쁘.다|좀|해|주.세.요
아 이쁘다 엄마 사랑해 좀 해주세요	아|이.쁘.다|엄.마|사.랑.해|좀|해.주.세.요
엄마 사랑해요 아이고 좋아요 사랑해요	엄.마|사.랑.해.요|아.이.고|좋.아.요|사.랑.해.요
우리 종현이가 사랑해요 해 보세요	우.리|종.현.이.가|사.랑.해.요|해|보.세.요
사랑해요 아이고 잘 하네 아이고 잘 하네	사.랑.해.요|아.이.고|잘|하.네|아.이.고|잘|하.네
엄마 아들이지요	엄.마|아.들.이.지.요
아빠는 어디 있어	아.빠.는|어.디|있.어
집에 있어 아빠는 어디 갔어 아빠는	집.에|있.어|아.빠.는|어.디|갔.어|아.빠.는
집에 그랬어 우리 아들이가	집.에|그.랬.어|우.리|아.들.이.가
집에	집.에
아이고 잘 했어요 아이 이뻐라	아.이.고|잘|했.어.요|아.이|이.뻐.라
메롱 해 봐	메.롱|해|봐
메롱	메.롱
메롱	메.롱
메메메메메롱	메.메.메.메.메.롱
할아버지한테 가자 이제 그만 찍자	할.아.버.지.한.테|가.자|이.제|그.만|찍.자
자 할아버지한테 갈꺼에요	자|할.아.버.지.한.테|갈.꺼.에.요
할아버지랑 뭐 하고 놀꺼에요 이종현	할.아.버.지.랑|뭐|하.고|놀.꺼.에.요|이.종.현
찌찌 쫑꼬 쫑꼬 쫑꼬 찌찌	찌.찌|쫑.꼬|쫑.꼬|쫑.꼬|찌.찌
자 괜찮아 책 볼까	자|괜.찮.아|책|볼.까
할아버지한테 갈꺼야	할.아.버.지.한.테|갈.꺼.야
그래 가자 엄마 손 잡고	그.래|가.자|엄.마|손|잡.고
할아버지한테 갑시다 할아버지한테	할.아.버.지.한.테|갑.시.다|할.아.버.지.한.테
책도 가지고 갈꺼야 어디로 갈꺼야	책.도|가.지.고|갈.꺼.야|어.디.로|갈.꺼.야
할아버지한테	할.아.버.지.한.테
할아버지한테 가서 뭐라고 그럴꺼야	할.아.버.지.한.테|가.서|뭐.라.고|그.럴.꺼.야
응 이거 해 주세요	응|이.거|해|주.세.요
우유 주세요 그래 봐	우.유|주.세.요|그.래|봐
자 손 잡고	자|손|잡.고
손 잡고	손|잡.고
천천히	천.천.히
천천히	천.천.히
가자 똑똑똑	가.자|똑.똑.똑
문 열어 주세요 문 열어 주세요	문|열.어|주.세.요|문|열.어|주.세.요
응	응
어디에다 하는 거에요	어.디.에.다|하.는|거.에.요
아니네 종현아 아니네	아.니.네|종.현.아|아.니.네
엄마 이것 좀 잘해 줄께	엄.마|이.것|좀|잘.해|줄.께
그렇지 일자를 잘 봐야지	그.렇.지|일.자.를|잘|봐.야.지
어디하는 거야	어.디.하.는|거.야
종현이가 지금 이거 처음 뜯어가지고 하는 거에요	종.현.이.가|지.금|이.거|처.음|뜯.어.가.지.고|하.는|거.에.요
벌써 세 개나 맞췄어요	벌.써|세|개.나|맞.췄.어.요
종현아 어디야	종.현.아|어.디.야
어디지	어.디.지
거기는 어디인거 같아	거.기.는|어.디.인.거|같.아
일자를 잘 봐야지 자	일.자.를|잘|봐.야.지|자
일자를 잘 봐야지	일.자.를|잘|봐.야.지
아니네 일자가 어디 있을까	아.니.네|일.자.가|어.디|있.을.까
아닌데 종현아 이거는 일자가 여기가 일자야 봐 봐	아.닌.데|종.현.아|이.거.는|일.자.가|여.기.가|일.자.야|봐|봐
응	응
그렇지 아이고 잘 하네 너무 잘 한다 또	그.렇.지|아.이.고|잘|하.네|너.무|잘|한.다|또
응 일자를 잘 맞춰 보세요	응|일.자.를|잘|맞.춰|보.세.요
아니네	아.니.네
어디일까	어.디.일.까
거기 아닌데	거.기|아.닌.데
아니네	아.니.네
어디일까	어.디.일.까
일자를 잘 봐야지	일.자.를|잘|봐.야.지
일자 거기야 근데 거기 아니야	일.자|거.기.야|근.데|거.기|아.니.야
여기는 이거는 일자가 여기도 있고 여기도 있어 두 개가 있어 일자가	여.기.는|이.거.는|일.자.가|여.기.도|있.고|여.기.도|있.어|두|개.가|있.어|일.자.가
그럼 어디겠어	그.럼|어.디.겠.어
아닌데 이종현	아.닌.데|이.종.현
일자가 어디야 이건 여기 맞어 잘 봐 봐	일.자.가|어.디.야|이.건|여.기|맞.어|잘|봐|봐
이거 해 봐 그럼 이거 종현아 이거	이.거|해|봐|그.럼|이.거|종.현.아|이.거
그렇지	그.렇.지
아이고 잘 하네 또 해 봐	아.이.고|잘|하.네|또|해|봐
그건 어디있지 일자 일자가 어디야 그렇지	그.건|어.디.있.지|일.자|일.자.가|어.디.야|그.렇.지
거기 아니네	거.기|아.니.네
아니네	아.니.네
아니네	아.니.네
또 해 봐	또|해|봐
여기 일자가 뭔지 모르겠지 잠깐만 이렇게 나와 봐	여.기|일.자.가|뭔.지|모.르.겠.지|잠.깐.만|이.렇.게|나.와|봐
다른 거 어디있어	다.른|거|어.디.있.어
이거 가지고 오세요 여기도 있고	이.거|가.지.고|오.세.요|여.기.도|있.고
자 이거 한번 해 보자 이거 종현아	자|이.거|한.번|해|보.자|이.거|종.현.아
응 이거 한번 해 보자	응|이.거|한.번|해|보.자
그거 해 봐 그럼 어디야	그.거|해|봐|그.럼|어.디.야
아이고 잘 하네 아이고 똑똑이 이제 찾았어	아.이.고|잘|하.네|아.이.고|똑.똑.이|이.제|찾.았.어
아이고 잘 하네 이제 뭐가 남았을까	아.이.고|잘|하.네|이.제|뭐.가|남.았.을.까
이것도 가지고 오고 자 해 보세요	이.것.도|가.지.고|오.고|자|해|보.세.요
떨어졌다	떨.어.졌.다
박수	박.수
이거 세 개 해 보세요 세 개 어떻게 하는 거에요	이.거|세|개|해|보.세.요|세|개|어.떻.게|하.는|거.에.요
오 잘 하네 아이고 잘 하네 그렇지 잘했어요 또	오|잘|하.네|아.이.고|잘|하.네|그.렇.지|잘.했.어.요|또
응	응
아이고 잘 하네 너무 잘 한다 종현아 또 마지막	아.이.고|잘|하.네|너.무|잘|한.다|종.현.아|또|마.지.막
응	응
잘 했어요 박수 종현이 엄마 봐 봐 엄마 봐 봐 너무 잘 했어요 박수	잘|했.어.요|박.수|종.현.이|엄.마|봐|봐|엄.마|봐|봐|너.무|잘|했.어.요|박.수
뽀뽀	뽀.뽀
아이고 이뻐라 종현이가 이렇게 잘 했어요	아.이.고|이.뻐.라|종.현.이.가|이.렇.게|잘|했.어.요
그만 찍자	그.만|찍.자
이게 뭐야 이게	이.게|뭐.야|이.게
공부합시다 해 봐	공.부.합.시.다|해|봐
아이고 잘하네	아.이.고|잘.하.네
가깝게 찍어지는 거야 가깝게	가.깝.게|찍.어.지.는|거.야|가.깝.게
공부합시다	공.부.합.시.다
재미있어요	재.미.있.어.요
응	응
엄마 어디 있어	엄.마|어.디|있.어
엄마가 뭐	엄.마.가|뭐
엄마 의자는 없어	엄.마|의.자.는|없.어
엄마는 그냥 이렇게 앉는 게 편안해	엄.마.는|그.냥|이.렇.게|앉.는|게|편.안.해
아빠 그거를 여기로 가지고 와	아.빠|그.거.를|여.기.로|가.지.고|와
여기 의자 위에다 해 가지고	여.기|의.자|위.에.다|해|가.지.고
밥하는 소리 많이 들릴까 봐	밥.하.는|소.리|많.이|들.릴.까|봐
숫자 팔인지 어떻게 알았을까	숫.자|팔.인.지|어.떻.게|알.았.을.까
너 너무 신기하다	너|너.무|신.기.하.다
그래 종현이 숫자 잘 아네	그.래|종.현.이|숫.자|잘|아.네
엄마가 그럼 또 보여줄까 무슨 숫자 아나	엄.마.가|그.럼|또|보.여.줄.까|무.슨|숫.자|아.나
종현아 그러면은 엄마가 뭐 물어봐도 돼	종.현.아|그.러.면.은|엄.마.가|뭐|물.어.봐.도|돼
이건 뭐야 그러면은	이.건|뭐.야|그.러.면.은
이거	이.거
십이야	십.이.야
어떻게 알았지	어.떻.게|알.았.지
어 애가 다 아네	어|애.가|다|아.네
잠깐만 엄마 또 물어봐도 돼	잠.깐.만|엄.마|또|물.어.봐.도|돼
어 우리 종현이가 어떻게 숫자를 알지	어|우.리|종.현.이.가|어.떻.게|숫.자.를|알.지
엄마가 많이 안 가르쳐줬는데 잠깐만	엄.마.가|많.이|안|가.르.쳐.줬.는.데|잠.깐.만
잠깐만 엄마 물어볼게 그러면	잠.깐.만|엄.마|물.어.볼.게|그.러.면
종현이가 있잖아	종.현.이.가|있.잖.아
숫자를 한번 대봐 근데 이게 없다야	숫.자.를|한.번|대.봐|근.데|이.게|없.다.야
종현아 잘 봐	종.현.아|잘|봐
여기 봐봐	여.기|봐.봐
이거는 뭐야	이.거.는|뭐.야
십	십
아닌데 잠깐만	아.닌.데|잠.깐.만
이거는 뭐인 거 같아 이거는	이.거.는|뭐.인|거|같.아|이.거.는
십 아닌데	십|아.닌.데
이거는 뭐인 거 같아	이.거.는|뭐.인|거|같.아
이거는 뭐인 거 같아	이.거.는|뭐.인|거|같.아
여기 이 숫자 이거	여.기|이|숫.자|이.거
어 다시	어|다.시
오 어떻게 알았어	오|어.떻.게|알.았.어
오인지 어떻게 알았어	오.인.지|어.떻.게|알.았.어
이거는 뭐인 거 같아	이.거.는|뭐.인|거|같.아
오 어떻게 알았어 칠인 줄	오|어.떻.게|알.았.어|칠.인|줄
이거는 뭐인 거 같아	이.거.는|뭐.인|거|같.아
잘한다	잘.한.다
종현이 잘하네	종.현.이|잘.하.네
그러면 이거는 뭐야	그.러.면|이.거.는|뭐.야
팔	팔
삼이에요 이거는 삼	삼.이.에.요|이.거.는|삼
팔은 여기가 이렇게 연결되어 있잖아	팔.은|여.기.가|이.렇.게|연.결.되.어|있.잖.아
동글 동그라미 두 개가 그렇지	동.글|동.그.라.미|두|개.가|그.렇.지
이게 팔이잖아 근데 이게 이거는 삼이야	이.게|팔.이.잖.아|근.데|이.게|이.거.는|삼.이.야
잘 봐 엄마가 숫자 보여줄게	잘|봐|엄.마.가|숫.자|보.여.줄.게
우리 종현이 아나 안 아나 우리 한번 다시 한번 볼까	우.리|종.현.이|아.나|안|아.나|우.리|한.번|다.시|한.번|볼.까
짠 여기 있다 숫자가 여기 있지	짠|여.기|있.다|숫.자.가|여.기|있.지
왜	왜
그건 뭔데	그.건|뭔.데
그림 그리는 거지	그.림|그.리.는|거.지
여기다가 글씨 쓰는 거지 종현아	여.기.다.가|글.씨|쓰.는|거.지|종.현.아
엄마가 숫자 물어봐도 돼	엄.마.가|숫.자|물.어.봐.도|돼
안 물어봐도 돼	안|물.어.봐.도|돼
엄마가 숫자 물어봐도 돼	엄.마.가|숫.자|물.어.봐.도|돼
이게 뭐야	이.게|뭐.야
그렇지 시계네 똑딱똑딱하는 시계에요	그.렇.지|시.계.네|똑.딱.똑.딱.하.는|시.계.에.요
아이고 잘하네	아.이.고|잘.하.네
여기다가 그림 그릴 거야	여.기.다.가|그.림|그.릴|거.야
그러면은 휴지 줘	그.러.면.은|휴.지|줘
그림 그려봐	그.림|그.려.봐
엄마가 열어줘	엄.마.가|열.어.줘
종현이가 열 거야	종.현.이.가|열|거.야
이거 돌리는 게 아니라 이렇게 딱 빼는 거야 이거는	이.거|돌.리.는|게|아.니.라|이.렇.게|딱|빼.는|거.야|이.거.는
