꼼 어딨니 꼼	꼼.어.딨.니.꼼
요기서 골라봐	요.기.서.골.라.봐
응	응
내가 다시 쓸께	내.가.다.시.쓸.께
요렇게 생긴 거 어딨어	요.렇.게.생.긴.거.어.딨.어
요기 있네	요.기.있.네
응	응
에다가 요거 갖다 붙여야겠네	에.다.가.요.거.갖.다.붙.여.야.겠.네
응	응
붙여봐	붙.여.봐
어떻게 붙여야하지	어.떻.게.붙.여.야.하.지
옳 지	옳.지
응	응
요거	요.거
응	응
요기 있네	요.기.있.네
요거	요.거
그 다음에 뭐 뭐 붙여야 되지	그.다.음.에.뭐.뭐.붙.여.야.되.지
음	음
음	음
그거하고 요거하고 똑같니	그.거.하.고.요.거.하.고.똑.같.니
다르네	다.르.네
요렇게 되야지 그치	요.렇.게.되.야.지.그.치
응	응
그 다음에 요거 만들어봐	그.다.음.에.요.거.만.들.어.봐
그건 여기 있네	그.건.여.기.있.네
응	응
그럼 이거 요기 갖다 놓아야겠네	그.럼.이.거.요.기.갖.다.놓.아.야.겠.네
엄마	엄.마
엄마 해봐	엄.마.해.봐
그런 뭐야	그.런.뭐.야
이게 무슨 자야	이.게.무.슨.자.야
응	응
음	음
이게 뭐라고	이.게.뭐.라.고
고건	고.건
요건	요.건
하버지	하.버.지
히이 재밌다	히.이.재.밌.다
아버지	아.버.지
아버지가 누구야	아.버.지.가.누.구.야
아빠 만들어 보까 우리	아.빠.만.들.어.보.까.우.리
아빠 만들어 봐 지원이 한번	아.빠.만.들.어.봐.지.원.이.한.번
응	응
엄마가 만들라구	엄.마.가.만.들.라.구
그래	그.래
그거하고 또	그.거.하.고.또
뭐 놓을까	뭐.놓.을.까
아빠	아.빠
아빠	아.빠
너 쉬 마렵지	너.쉬.마.렵.지
쉬하고 와	쉬.하.고.와
아빠	아.빠
쉬해	쉬.해
응	응
그거 맞어	그.거.맞.어
봐	봐
봐	봐
또꼬삐야	또.꼬.삐.야
응	응
말해	말.해
말해 녹음기 켰으니까	말.해.녹.음.기.켰.으.니.까
지원이 어제 아기하고 뭐하고 놀았니	지.원.이.어.제.아.기.하.고.뭐.하.고.놀.았.니
누가 때찌 했어	누.가.때.찌.했.어
아기가 누구를	아.기.가.누.구.를
아기가 때찌해서 찐이가 어떻게 했어	아.기.가.때.찌.해.서.찐.이.가.어.떻.게.했.어
응응 울었어	응.응.울.었.어
아휴 아기가 때찌했다고 울었어	아.휴.아.기.가.때.찌.했.다.고.울.었.어
아이구 불쌍해라	아.이.구.불.쌍.해.라
많 다	많.다
응	응
응	응
아이 많지	아.이.많.지
많네	많.네
그건 뭐하는 거야	그.건.뭐.하.는.거.야
응	응
이거 뭐하라구	이.거.뭐.하.라.구
그래	그.래
이모 할머니가 왜 근데 왜 지원이가 갖고 있어	이.모.할.머.니.가.왜.근.데.왜.지.원.이.가.갖.고.있.어
응	응
이모할머니 왜 안 가져 갖어	이.모.할.머.니.왜.안.가.져.갖.어
응	응
으응	으.응
이거 누구꺼야	이.거.누.구.꺼.야
이모할머니 왜 놔뒀어	이.모.할.머.니.왜.놔.뒀.어
오 오비	오.오.비
할머니가 두고 갔어	할.머.니.가.두.고.갔.어
이모할머니가 어떻게 했어	이.모.할.머.니.가.어.떻.게.했.어
이모할머니 두고 갔다	이.모.할.머.니.두.고.갔.다
가세를 두고 갔어	가.세.를.두.고.갔.어
지원이 이모할머니 이뻐	지.원.이.이.모.할.머.니.이.뻐
찐 할머니가 이뻐	찐.할.머.니.가.이.뻐
호호호	호.호.호
너 요전에는 이모할머니 제일 이뻐	너.요.전.에.는.이.모.할.머.니.제.일.이.뻐
그랬잖아	그.랬.잖.아
찐이는 누가 제일 이쁘니	찐.이.는.누.가.제.일.이.쁘.니
아이구 아빠 밉고 엄마 제일 이뻐	아.이.구.아.빠.밉.고.엄.마.제.일.이.뻐
아이구	아.이.구
그럼 이모는	그.럼.이.모.는
이모 미	이.모.미
할머니는	할.머.니.는
할머니는 뭐	할.머.니.는.뭐
할머니 똥캉	할.머.니.똥.캉
꽁캉이 뭔데	꽁.캉.이.뭔.데
똥캉이 뭔데	똥.캉.이.뭔.데
그게 뭐야	그.게.뭐.야
그게 무슨 얘기야	그.게.무.슨.얘.기.야
할머니 꼼탕이 뭐야	할.머.니.꼼.탕.이.뭐.야
오늘은 몇일이더라	오.늘.은.몇.일.이.더.라
월요일인데	월.요.일.인.데
지원아 엄마 매일 어디 가니	지.원.아.엄.마.매.일.어.디.가.니
아빠는	아.빠.는
아빠는 놀자	아.빠.는.놀.자
허허허	허.허.허
아빠는 어디 가셨어	아.빠.는.어.디.가.셨.어
엄마는 학교구 아빠는 회사구	엄.마.는.학.교.구.아.빠.는.회.사.구
응 할머니는	응.할.머.니.는
요기에 갔쪄	요.기.에.갔.쪄
요기가 어딘데	요.기.가.어.딘.데
누구네 집이	누.구.네.집.이
찐 집이	찐.집.이
찐 집이에 있어	찐.집.이.에.있.어
오오 그러며는 지원이는 엄마도 없구 아빠도 없구 누구랑 놀아	오.오.그.러.며.는.지.원.이.는.엄.마.도.없.구.아.빠.도.없.구.누.구.랑.놀.아
엄마랑 놀아	엄.마.랑.놀.아
엄마 학교 갈건데 내일	엄.마.학.교.갈.건.데.내.일
엄마랑 놀아 그래도	엄.마.랑.놀.아.그.래.도
찐이 어저께 어디 갔다 왔어	찐.이.어.저.께.어.디.갔.다.왔.어
그랬어	그.랬.어
그게 뭔데	그.게.뭔.데
그게 뭔데	그.게.뭔.데
자전거	자.전.거
으응	으.응
자전거 탔어	자.전.거.탔.어
어어 그렇게 다리를 이렇게 이렇게 해서	어.어.그.렇.게.다.리.를.이.렇.게.이.렇.게.해.서
어어	어.어
어딜 가	어.딜.가
응	응
놀이터	놀.이.터
세수도 안하고 어떻게 가	세.수.도.안.하.고.어.떻.게.가
세수하고 그러구 가야지	세.수.하.고.그.러.구.가.야.지
혼자 간다구	혼.자.간.다.구
혼자 어떻게 가니	혼.자.어.떻.게.가.니
혼자 세수한다구	혼.자.세.수.한.다.구
그래 물 떠 줄께 	그.래.물.떠.줄.께
저거 뭐니	저.거.뭐.니
우산	우.산
저거는	저.거.는
꽃이	꽃.이
또 저거는	또.저.거.는
저거는	저.거.는
으응	으.응
지원인 뭐가 제일 맛있니	지.원.인.뭐.가.제.일.맛.있.니
응	응
제일 맛있는 게 뭐야	제.일.맛.있.는.게.뭐.야
응	응
아아유 	아.아.유
다시 말해봐	다.시.말.해.봐
이거 뭐야	이.거.뭐.야
그거 뭐야	그.거.뭐.야
보라구	보.라.구
다시 말해 봐	다.시.말.해.봐
말해 주께	말.해.주.께
응	응
이게 뭐야	이.게.뭐.야
으응 뭐냐	으.응.뭐.냐
아빠 자동차에 냄새 빼는 거다	아.빠.자.동.차.에.냄.새.빼.는.거.다
응 아빠 차에 냄새 빼는 거다	응.아.빠.차.에.냄.새.빼.는.거.다
누가	누.가
지원이가	지.원.이.가
응 아빠가 찍하는 거야	응.아.빠.가.찍.하.는.거.야
응	응
산 도깨 비	산.도.깨.비
도깨비 	도.깨.비
이거 뭐야	이.거.뭐.야
응	응
그거	그.거
저기 누구 나와 있네	저.기.누.구.나.와.있.네
누구니	누.구.니
저기 가서 봐	저.기.가.서.봐
아빠 자동차 냄새 빼는 거래니까	아.빠.자.동.차.냄.새.빼.는.거.래.니.까
이거 아빠 차 안에 넣며는 응 냄새가 없어져	이.거.아.빠.차.안.에.넣.며.는.응.냄.새.가.없.어.져
이따 아빠 오시면 이거 줘	이.따.아.빠.오.시.면.이.거.줘
응 지원이가	응.지.원.이.가
내가	내.가
내일	내.일
응 찐 주세요 한다구	응.찐.주.세.요.한.다.구
그럼 찐이가 드릴꺼야	그.럼.찐.이.가.드.릴.꺼.야
엉	엉
응	응
이거 뭐야	이.거.뭐.야
응 차 쪽하는 거야	응.차.쪽.하.는.거.야
응	응
후후 또해	후.후.또.해
차에 쪽하는 거래니까	차.에.쪽.하.는.거.래.니.까
응	응
응 찐 했다	응.찐.했.다
으응 그래	으.응.그.래
오오 그래 오	오.오.그.래.오
아이고 똘똘이	아.이.고.똘.똘.이
그럼 요거는	그.럼.요.거.는
요게 오지	요.게.오.지
요거는	요.거.는
요거 뭐야	요.거.뭐.야
이건 오	이.건.오
응	응
그래	그.래
그거는	그.거.는
팔	팔
그래 아이구 지원이 똘똘해라	그.래.아.이.구.지.원.이.똘.똘.해.라
그렇게 잘 아니	그.렇.게.잘.아.니
그럼 시계 갖고 해 보자	그.럼.시.계.갖.고.해.보.자
요거 뭐야	요.거.뭐.야
너 이렇게 막 돌리는 거 아니야	너.이.렇.게.막.돌.리.는.거.아.니.야
이렇게 봐야지	이.렇.게.봐.야.지
뭐	뭐
똑같네	똑.같.네
그건 뭐야	그.건.뭐.야
응	응
뭐야	뭐.야
어 잠깐만	어.잠.깐.만
가만 있어 봐	가.만.있.어.봐
물 다 받아졌나보자	물.다.받.아.졌.나.보.자
응	응
그거 뭐야	그.거.뭐.야
아빠 차 안에 똑 하는거	아.빠.차.안.에.똑.하.는.거
이거 뭐야	이.거.뭐.야
이거 뭐야	이.거.뭐.야
아빠 차 안에 냄새 빼는 거	아.빠.차.안.에.냄.새.빼.는.거
응	응
응 찐 했다	응.찐.했.다
이거 뭐야	이.거.뭐.야
아휴 엄마한테 또 물어 보네	아.휴.엄.마.한.테.또.물.어.보.네
몰라	몰.라
응 차에 뚝하는 거야	응.차.에.뚝.하.는.거.야
응 뺀 다음에 뚝하는 거야	응.뺀.다.음.에.뚝.하.는.거.야
응	응
응 주세요 	응.주.세.요
야 지원아	야.지.원.아
요거 뭐야	요.거.뭐.야
요 요 글자	요.요.글.자
응	응
후후후	후.후.후
응	응
여기서 그럼 호 자 찾아 봐	여.기.서.그.럼.호.자.찾.아.봐
응	응
으응 이건 뭐라 그래	으.응.이.건.뭐.라.그.래
으응	으.응
요거 무슨 자야	요.거.무.슨.자.야
아이고	아.이.고
요거는	요.거.는
요거 요거 요거	요.거.요.거.요.거
요거	요.거
집이야	집.이.야
하하하	하.하.하
그래	그.래
요거는	요.거.는
들구	들.구
찐아	찐.아
저 아찌 뭐하니	저.아.찌.뭐.하.니
도대체	도.대.체
저 아찌 뭐하니	저.아.찌.뭐.하.니
뭐가 뭐야	뭐.가.뭐.야
응	응
응	응
고거 무슨 자야	고.거.무.슨.자.야
응 우리 집이 있는 층이지	응.우.리.집.이.있.는.층.이.지
그래	그.래
그거 무슨 자야	그.거.무.슨.자.야
우리 집이 있는 집	우.리.집.이.있.는.집
우리 집 몇층	우.리.집.몇.층
응 우리 집이 몇층	응.우.리.집.이.몇.층
그거 뭐야	그.거.뭐.야
그 구카	그.구.카
하하	하.하
팔이라구	팔.이.라.구
그거는	그.거.는
그거는 아무 것도 아니야	그.거.는.아.무.것.도.아.니.야
응	응
우리 집이 아니야	우.리.집.이.아.니.야
야 지원아	야.지.원.아
여기서 그럼 우리 집이 찾아 봐	여.기.서.그.럼.우.리.집.이.찾.아.봐
고기 있어	고.기.있.어
피에 있다구	피.에.있.다.구
아이 안 꺼	아.이.안.꺼
녹음해야지	녹.음.해.야.지
싫 어	싫.어
안돼	안.돼
에베베	에.베.베
도깨비가 나와서 이놈한다	도.깨.비.가.나.와.서.이.놈.한.다
안 돼	안.돼
안 돼	안.돼
안 돼	안.돼
뭐	뭐
갑자기 무슨 껌이야	갑.자.기.무.슨.껌.이.야
싫어요	싫.어.요
싫어요	싫.어.요
지원이는 뭘 제일 좋아해	지.원.이.는.뭘.제.일.좋.아.해
지원이 맛있는 거 뭐야	지.원.이.맛.있.는.거.뭐.야
응	응
야 지지	야.지.지
지원이 뭘 맛있어해	지.원.이.뭘.맛.있.어.해
아이 지지이	아.이.지.지.이
뭐	뭐
침도 알어	침.도.알.어
침 어딨어	침.어.딨.어
아유 드러워	아.유.드.러.워
침 발라서 누구 얼굴에 발러	침.발.라.서.누.구.얼.굴.에.발.러
지지	지.지
침 또 하나는 어디 있어	침.또.하.나.는.어.디.있.어
침	침
요기다 요렇게 하는 거 뭐야	요.기.다.요.렇.게.하.는.거.뭐.야
그거 뭐라 그래	그.거.뭐.라.그.래
응	응
나 인제 안해 그 말 몇 번 하니	나.인.제.안.해.그.말.몇.번.하.니
저거 뭐니	저.거.뭐.니
그건 아빠 자동차에 넣는 거	그.건.아.빠.자.동.차.에.넣.는.거
뭐니 저거 지원이	뭐.니.저.거.지.원.이
꽃이야	꽃.이.야
아유 지원이 금년에 크리스마스는 즐겁겠네 인제 커서	아.유.지.원.이.금.년.에.크.리.스.마.스.는.즐.겁.겠.네.인.제.커.서
찐두	찐.두
찐두 엄마 선물 주는 거야	찐.두.엄.마.선.물.주.는.거.야
선물이 뭐니	선.물.이.뭐.니
응	응
뭐	뭐
찐두 사달라구	찐.두.사.달.라.구
꼬까 많잖아 찐이는	꼬.까.많.잖.아.찐.이.는
쉐타 가져와 쉐타	쉐.타.가.져.와.쉐.타
쟤네는 뭐 선물만 왔다리 갔다리 하네	쟤.네.는.뭐.선.물.만.왔.다.리.갔.다.리.하.네
뭐냐	뭐.냐
지원이 뭐가 그렇게 좋아	지.원.이.뭐.가.그.렇.게.좋.아
응	응
어 찐이 자전거 있나 보지	어.찐.이.자.전.거.있.나.보.지
찐 짱짱	찐.짱.짱
세수하고 가야지	세.수.하.고.가.야.지
뭐하니	뭐.하.니
화장해	화.장.해
근데 왜 어디 다리에다 발러 얼굴에 안 발르구	근.데.왜.어.디.다.리.에.다.발.러.얼.굴.에.안.발.르.구
잘 발르세요	잘.발.르.세.요
머리 짝짹이 고쳐 주께요 	머.리.짝.짹.이.고.쳐.주.께.요
그 삔 다 누가 사 줬어	그.삔.다.누.가.사.줬.어
언제	언.제
응	응
엄마가 언제 사 줬어	엄.마.가.언.제.사.줬.어
아프니 지금	아.프.니.지.금
따거워	따.거.워
엄마가 언제 사줬어	엄.마.가.언.제.사.줬.어
배탕	배.탕
배탕이 뭐야	배.탕.이.뭐.야
신 신고 나가서 사 줬어	신.신.고.나.가.서.사.줬.어
응 이 해봐	응.이.해.봐
응 아빠 앉고 엄마도 앉고 찐도 차 안에 앉고 그래서 가서 샀어	응.아.빠.앉.고.엄.마.도.앉.고.찐.도.차.안.에.앉.고.그.래.서.가.서.샀.어
어디 가서 샀어	어.디.가.서.샀.어
고기 가서	고.기.가.서
오늘 아침에 지원이 치약했어	오.늘.아.침.에.지.원.이.치.약.했.어
어디 이 해봐	어.디.이.해.봐
이 이렇게 해 봐	이.이.렇.게.해.봐
깨 끗하네	깨.끗.하.네
세수도 했어	세.수.도.했.어
혼자 했어	혼.자.했.어
아이고 착하네	아.이.고.착.하.네
야 지원아	야.지.원.아
책 보면서 너 혼자 놀고 있어라 	책.보.면.서.너.혼.자.놀.고.있.어.라
어느 게 커	어.느.게.커
어느 게 커	어.느.게.커
그거 커	그.거.커
이 중에서 어느 게 제일 커	이.중.에.서.어.느.게.제.일.커
응	응
응	응
공이지	공.이.지
공이 웃고 있네	공.이.웃.고.있.네
눈하고 입이 있네	눈.하.고.입.이.있.네
눈 어딨어	눈.어.딨.어
응	응
입은	입.은
오오 그래 그래	오.오.그.래.그.래
끼	끼
어어 딸기	어.어.딸.기
끼	끼
뭐	뭐
요것두 요렇게 붙여 주까	요.것.두.요.렇.게.붙.여.주.까
응	응
머리에 해 줘	머.리.에.해.줘
응	응
야 야 야 그러는 거 아니야	야.야.야.그.러.는.거.아.니.야
다 뽀개 지겠다	다.뽀.개.지.겠.다
요렇게 눌르면 돼	요.렇.게.눌.르.면.돼
요길 요렇게	요.길.요.렇.게
알았어 이렇게 눌르구 요길 요렇게 눌러 봐	알.았.어.이.렇.게.눌.르.구.요.길.요.렇.게.눌.러.봐
아니야 아니 아니	아.니.야.아.니.아.니
그러지 말구 요기 요렇게	그.러.지.말.구.요.기.요.렇.게
잡아 봐 여기	잡.아.봐.여.기
거길 눌러	거.길.눌.러
꼭 눌러	꼭.눌.러
그러지 말고 이렇게 해 가지고	그.러.지.말.고.이.렇.게.해.가.지.고
됐잖아	됐.잖.아
너 쉬 할래	너.쉬.할.래
왜 아무 얘기도 안 하냐 녹음하고 있는데	왜.아.무.얘.기.도.안.하.냐.녹.음.하.고.있.는.데
뭐라구	뭐.라.구
그거 뭐냐구	그.거.뭐.냐.구
응 차 안에 넣는 거	응.차.안.에.넣.는.거
응	응
응	응
어디	어.디
응 아빠 차에	응.아.빠.차.에
응 그래	응.그.래
그런데 왜 자꾸 궁둥이를 만져	그.런.데.왜.자.꾸.궁.둥.이.를.만.져
응	응
두당	두.당
거 뭐야	거.뭐.야
아빠 차에 뭐 하는 거야	아.빠.차.에.뭐.하.는.거.야
응	응
응 그래	응.그.래
응	응
야 지원아	야.지.원.아
지원이는 어디가 이쁘니	지.원.이.는.어.디.가.이.쁘.니
그러구	그.러.구
코가 제일 이뻐 지원이는	코.가.제.일.이.뻐.지.원.이.는
얼굴은 밉구 코가 제일 이뻐	얼.굴.은.밉.구.코.가.제.일.이.뻐
얼굴두 이쁘구 코도 이쁘지 	얼.굴.두.이.쁘.구.코.도.이.쁘.지
그래	그.래
또 어디가 이뻐	또.어.디.가.이.뻐
그리구 또	그.리.구.또
또 어디 이뻐	또.어.디.이.뻐
응 아빠는 고기 이잉해	응.아.빠.는.고.기.이.잉.해
면도 해	면.도.해
지원이는	지.원.이.는
책이 갖고 와 볼꺼	책.이.갖.고.와.볼.꺼
응 갖고 와	응.갖.고.와
오오 왜 그래	오.오.왜.그.래
야 지 지원아	야.지.지.원.아
이거 뭐니 이거	이.거.뭐.니.이.거
응 보자	응.보.자
응	응
어어 엄마는 화장하고 아빠는 이잉 하는 게 책에 있다고 책 꺼내 왔어	어.어.엄.마.는.화.장.하.고.아.빠.는.이.잉.하.는.게.책.에.있.다.고.책.꺼.내.왔.어
아이고 착해라 	아.이.고.착.해.라
응 찐 이거 뭐야	응.찐.이.거.뭐.야
배 이렇게 하는 거야	배.이.렇.게.하.는.거.야
으응	으.응
으응 아빠가 운동해	으.응.아.빠.가.운.동.해
어어	어.어
또	또
응 엄마도 운동하고	응.엄.마.도.운.동.하.고
응	응
으응	으.응
그래	그.래
엄마가	엄.마.가
으응	으.응
오오 그랬어	오.오.그.랬.어
응	응
이거 뭐야 이거	이.거.뭐.야.이.거
그게 뭔데	그.게.뭔.데
응	응
하하하	하.하.하
응	응
글씨가 아니야 근데 그거는	글.씨.가.아.니.야.근.데.그.거.는
히히	히.히
재밌다	재.밌.다
요건 무슨 자니 지원아	요.건.무.슨.자.니.지.원.아
요거 뭐야	요.거.뭐.야
응 주사 꼭 놓는 거지	응.주.사.꼭.놓.는.거.지
응	응
혼자서	혼.자.서
응 아찌가	응.아.찌.가
그래 의사	그.래.의.사
의사	의.사
의사 아찌가 주사 꼭 눌르는 거지	의.사.아.찌.가.주.사.꼭.눌.르.는.거.지
응	응
의사	의.사
응	응
응 엄마가 뭐하는 거야	응.엄.마.가.뭐.하.는.거.야
어 책이 봐	어.책.이.봐
응 요거 누구야	응.요.거.누.구.야
오오 그래 그래 그래	오.오.그.래.그.래.그.래
응 똑같다	응.똑.같.다
그래 또 똑같다	그.래.또.똑.같.다
응 뭘 들고 왔다	응.뭘.들.고.왔.다
그게 뭔데	그.게.뭔.데
어어 생일 축하 선물	어.어.생.일.축.하.선.물
철 오빠가 어떻게 했다구	철.오.빠.가.어.떻.게.했.다.구
